Row Labels, amount_spent,frequency ,max_date,Current_date,recency,frequency_score,monetary_score2
14403,1426.31,26,7/21/2011,2/3/2016,1658,3,7
14404,1434.72,104,8/23/2011,2/4/2016,1626,7,7
14406,156.75,8,12/8/2011,2/5/2016,1520,1,1
14407,2111.08,76,8/24/2011,2/6/2016,1627,6,8
14408,2606.53,107,11/29/2011,2/7/2016,1531,7,8
14409,1908.25,55,9/29/2011,2/8/2016,1593,5,7
14410,576.3,286,11/24/2011,2/9/2016,1538,9,4
14411,1063,14,2/2/2011,2/10/2016,1834,1,6
14412,761.33,45,10/28/2011,2/11/2016,1567,5,5
14413,122.7,23,12/12/2010,2/12/2016,1888,3,0
14414,1485.13,98,9/9/2011,2/13/2016,1618,7,7
14415,5811.56,612,11/20/2011,2/14/2016,1547,9,9
14416,490.22,14,11/17/2011,2/15/2016,1551,1,4
14418,1937.25,124,11/14/2011,2/16/2016,1555,7,7
14419,1058.06,206,11/29/2011,2/17/2016,1541,8,6
14420,385.87,30,9/15/2011,2/18/2016,1617,4,3
14421,813.11,27,12/5/2011,2/19/2016,1537,3,5
14422,4263.64,222,11/22/2011,2/20/2016,1551,9,9
14423,265.2,3,5/5/2011,2/21/2016,1753,0,2
14424,322.08,1,11/22/2011,2/22/2016,1553,0,2
14426,3918.9,264,11/21/2011,2/23/2016,1555,9,9
14427,363.34,17,10/20/2011,2/24/2016,1588,2,3
14428,1230.14,148,10/24/2011,2/25/2016,1585,8,6
14431,397.76,22,10/2/2011,2/26/2016,1608,3,3
14432,2255.51,382,11/30/2011,2/27/2016,1550,9,8
14434,1372.8,12,11/18/2011,2/28/2016,1563,1,7
14436,89.06,9,2/9/2011,2/29/2016,1846,1,0
14437,-43.4,6,7/19/2011,3/1/2016,1687,0,0
14438,131.9,9,6/2/2011,3/2/2016,1735,1,0
14439,2661.24,32,1/24/2011,3/3/2016,1865,4,8
14440,2357.68,55,10/28/2011,3/4/2016,1589,5,8
14441,1545.14,59,11/18/2011,3/5/2016,1569,6,7
14442,1544.62,68,8/12/2011,3/6/2016,1668,6,7
14443,1400.88,98,10/17/2011,3/7/2016,1603,7,7
14446,1039.58,293,11/11/2011,3/8/2016,1579,9,6
14447,1163.23,70,11/21/2011,3/9/2016,1570,6,6
14448,375.35,20,11/30/2011,3/10/2016,1562,2,3
14449,907.1,258,11/21/2011,3/11/2016,1572,9,5
14450,483.25,40,12/6/2011,3/12/2016,1558,4,4
14451,662.59,109,10/10/2011,3/13/2016,1616,7,5
14452,264.44,62,11/29/2011,3/14/2016,1567,6,2
14453,119.93,22,2/6/2011,3/15/2016,1864,3,0
14456,3047.63,977,11/17/2011,3/16/2016,1581,9,8
14457,113.64,4,2/2/2011,3/17/2016,1870,0,0
14459,1837.92,37,7/7/2011,3/18/2016,1716,4,7
14460,383.34,17,8/21/2011,3/19/2016,1672,2,3
14461,2103.06,180,7/14/2011,3/20/2016,1711,8,8
14462,1965.9,246,11/8/2011,3/21/2016,1595,9,7
14463,529.62,6,6/22/2011,3/22/2016,1735,0,4
14465,1058.62,130,10/2/2011,3/23/2016,1634,8,6
14466,2272.4,72,10/11/2011,3/24/2016,1626,6,8
14467,598.76,90,11/22/2011,3/25/2016,1585,7,4
14470,461.19,43,11/28/2011,3/26/2016,1580,5,3
14472,1936.84,281,10/7/2011,3/27/2016,1633,9,7
14473,234.34,7,9/26/2011,3/28/2016,1645,0,1
14474,537.71,30,10/27/2011,3/29/2016,1615,4,4
14475,799.82,47,10/2/2011,3/30/2016,1641,5,5
14476,215.7,19,3/27/2011,3/31/2016,1831,2,1
14477,1307.81,11,11/20/2011,4/1/2016,1594,1,6
14479,316.25,18,3/31/2011,4/2/2016,1829,2,2
14480,279.05,13,11/28/2011,4/3/2016,1588,1,2
14481,636.51,30,6/28/2011,4/4/2016,1742,4,4
14482,2068.15,144,11/21/2011,4/5/2016,1597,8,8
14483,129.2,10,7/13/2011,4/6/2016,1729,1,0
14484,321.92,14,10/20/2011,4/7/2016,1631,1,2
14485,165.75,47,1/11/2011,4/8/2016,1914,5,1
14487,1183.58,145,11/13/2011,4/9/2016,1609,8,6
14488,1047.43,49,10/19/2011,4/10/2016,1635,5,6
14489,463.38,30,5/16/2011,4/11/2016,1792,4,3
14491,340.93,17,6/17/2011,4/12/2016,1761,2,3
14493,2362.84,123,11/23/2011,4/13/2016,1603,7,8
14494,139.56,7,11/14/2011,4/14/2016,1613,0,0
14495,123.8,6,10/20/2011,4/15/2016,1639,0,0
14496,538.81,19,1/2/2011,4/16/2016,1931,2,4
14497,457.47,31,11/2/2011,4/17/2016,1628,4,3
14498,1957.32,193,10/28/2011,4/18/2016,1634,8,7
14499,815.32,194,11/13/2011,4/19/2016,1619,8,5
14500,356.85,7,12/9/2011,4/20/2016,1594,0,3
14501,190.31,12,9/6/2011,4/21/2016,1689,1,1
14502,2351.02,631,11/20/2011,4/22/2016,1615,9,8
14503,3543.26,164,11/29/2011,4/23/2016,1607,8,9
14504,673.26,107,10/23/2011,4/24/2016,1645,7,5
14505,5818.7,803,11/22/2011,4/25/2016,1616,9,9
14506,2012.17,316,11/22/2011,4/26/2016,1617,9,8
14507,1368.18,98,11/16/2011,4/27/2016,1624,7,7
14508,276.42,57,11/17/2011,4/28/2016,1624,5,2
14511,1267.41,71,11/28/2011,4/29/2016,1614,6,6
14512,275.28,23,5/6/2011,4/30/2016,1821,3,2
14513,438.49,18,8/31/2011,5/1/2016,1705,2,3
14514,1055.35,73,12/1/2011,5/2/2016,1614,6,6
14515,2102.09,101,11/22/2011,5/3/2016,1624,7,8
14517,330.45,18,7/21/2011,5/4/2016,1749,2,2
14518,174.37,16,6/10/2011,5/5/2016,1791,2,1
14520,270.6,4,8/12/2011,5/6/2016,1729,0,2
14522,974.54,17,11/15/2011,5/7/2016,1635,2,6
14523,241.09,12,8/23/2011,5/8/2016,1720,1,2
14524,1867.68,203,9/29/2011,5/9/2016,1684,8,7
14525,4221.37,298,11/20/2011,5/10/2016,1633,9,9
14527,7711.38,1011,12/9/2011,5/11/2016,1615,9,9
14528,364.22,18,2/11/2011,5/12/2016,1917,2,3
14529,620.04,229,10/10/2011,5/13/2016,1677,9,4
14530,2925.91,216,11/14/2011,5/14/2016,1643,9,8
14532,932.85,64,4/17/2011,5/15/2016,1855,6,6
14533,1812.62,65,11/15/2011,5/16/2016,1644,6,7
14534,4075.35,558,12/8/2011,5/17/2016,1622,9,9
14535,2841.09,333,11/10/2011,5/18/2016,1651,9,8
14536,171.8,19,3/25/2011,5/19/2016,1882,2,1
14537,355.56,10,10/13/2011,5/20/2016,1681,1,3
14538,388.25,19,6/10/2011,5/21/2016,1807,2,3
14539,537.48,32,11/24/2011,5/22/2016,1641,4,4
14540,996.26,76,11/30/2011,5/23/2016,1636,6,6
14541,1461.65,111,12/10/2011,5/24/2016,1627,7,7
14542,103.25,5,7/6/2011,5/25/2016,1785,0,0
14543,2916.17,107,11/11/2011,5/26/2016,1658,7,8
14544,2024.45,114,11/15/2011,5/27/2016,1655,7,8
14546,2487.02,417,10/30/2011,5/28/2016,1672,9,8
14547,3986.74,367,11/27/2011,5/29/2016,1645,9,9
14548,652.8,4,12/7/2011,5/30/2016,1636,0,5
14549,289.24,56,1/2/2011,5/31/2016,1976,5,2
14550,765.62,48,11/29/2011,6/1/2016,1646,5,5
14551,186.23,10,11/21/2011,6/2/2016,1655,1,1
14552,165.07,58,11/7/2011,6/3/2016,1670,5,1
14553,859.27,113,11/20/2011,6/4/2016,1658,7,5
14554,2381.04,216,11/29/2011,6/5/2016,1650,9,8
14555,324.14,21,10/13/2011,6/6/2016,1698,2,2
14557,0,32,9/15/2011,6/7/2016,1727,4,0
14560,2174.18,76,11/23/2011,6/8/2016,1659,6,8
14561,1080.76,69,9/25/2011,6/9/2016,1719,6,6
14562,4709.22,446,11/28/2011,6/10/2016,1656,9,9
14565,3073.77,129,8/18/2011,6/11/2016,1759,8,8
14566,1432,4,8/21/2011,6/12/2016,1757,0,7
14567,1524.46,34,10/14/2011,6/13/2016,1704,4,7
14569,227.39,12,8/12/2011,6/14/2016,1768,1,1
14570,218.06,29,4/3/2011,6/15/2016,1900,3,1
14572,2803.69,273,10/30/2011,6/16/2016,1691,9,8
14573,1603.72,241,11/5/2011,6/17/2016,1686,9,7
14576,35.4,1,2/12/2010,6/18/2016,2318,0,0
14577,859.71,123,11/27/2011,6/19/2016,1666,7,5
14578,168.63,24,6/12/2011,6/20/2016,1835,3,1
14581,138.6,17,11/23/2011,6/21/2016,1672,2,0
14582,114.11,6,10/30/2011,6/22/2016,1697,0,0
14583,1052.55,330,7/18/2011,6/23/2016,1802,9,6
14584,1029.26,101,9/6/2011,6/24/2016,1753,7,6
14585,157.05,29,10/20/2011,6/25/2016,1710,3,1
14586,134.16,27,8/3/2011,6/26/2016,1789,3,0
14587,1598.24,384,12/1/2011,6/27/2016,1670,9,7
14589,39.75,3,3/12/2010,6/28/2016,2300,0,0
14591,1447.14,197,11/24/2011,6/29/2016,1679,8,7
14592,570.46,164,10/14/2011,6/30/2016,1721,8,4
14593,617.99,152,11/18/2011,7/1/2016,1687,8,4
14594,379.83,53,2/12/2011,7/2/2016,1967,5,3
14595,1740.6,102,11/20/2011,7/3/2016,1687,7,7
14597,883.15,55,11/28/2011,7/4/2016,1680,5,5
14598,221.97,50,10/26/2011,7/5/2016,1714,5,1
14600,393.33,25,7/2/2011,7/6/2016,1831,3,3
14601,213.96,7,11/29/2011,7/7/2016,1682,0,1
14603,660,2,10/3/2011,7/8/2016,1740,0,5
14606,11713.85,2782,12/5/2011,7/9/2016,1678,9,9
14607,11341.1,114,11/24/2011,7/10/2016,1690,7,9
14608,1785.15,20,10/11/2011,7/11/2016,1735,2,7
14609,601.56,4,9/28/2011,7/12/2016,1749,0,4
14616,406.08,3,11/4/2011,7/13/2016,1713,0,3
14618,538.59,17,11/30/2011,7/14/2016,1688,2,4
14619,379.51,22,8/4/2011,7/15/2016,1807,3,3
14620,393.28,30,5/19/2011,7/16/2016,1885,4,3
14621,1765.76,96,9/11/2011,7/17/2016,1771,7,7
14622,320.58,21,8/6/2011,7/18/2016,1808,2,2
14623,869.35,135,10/28/2011,7/19/2016,1726,8,5
14624,225.85,13,11/10/2011,7/20/2016,1714,1,1
14625,848.48,57,7/6/2011,7/21/2016,1842,5,5
14626,2757.07,126,11/16/2011,7/22/2016,1710,8,8
14627,-21.85,5,1/2/2011,7/23/2016,2029,0,0
14628,671.96,24,11/4/2011,7/24/2016,1724,3,5
14629,939.21,153,10/23/2011,7/25/2016,1737,8,6
14631,1006.98,41,10/20/2011,7/26/2016,1741,4,6
14632,114.56,8,3/22/2011,7/27/2016,1954,1,0
14633,344.9,20,3/18/2011,7/28/2016,1959,2,3
14636,609.85,28,3/16/2011,7/29/2016,1962,3,4
14638,443.6,16,10/20/2011,7/30/2016,1745,2,3
14639,2952.34,175,11/8/2011,7/31/2016,1727,8,8
14640,2042.15,113,11/24/2011,8/1/2016,1712,7,8
14641,110.46,7,11/18/2011,8/2/2016,1719,0,0
14642,96.12,2,12/10/2011,8/3/2016,1698,0,0
14643,668.61,34,6/22/2011,8/4/2016,1870,4,5
14644,780.46,29,11/30/2011,8/5/2016,1710,3,5
14645,597.09,30,9/3/2011,8/6/2016,1799,4,4
14646,279489.02,2081,12/8/2011,8/7/2016,1704,9,9
14647,243.22,30,5/22/2011,8/8/2016,1905,4,2
14649,1417.29,199,11/5/2011,8/9/2016,1739,8,7
14651,654.6,102,12/5/2011,8/10/2016,1710,7,5
14652,114.18,29,9/23/2011,8/11/2016,1784,3,0
14653,1947.55,237,11/30/2011,8/12/2016,1717,9,7
14655,1930.15,50,11/17/2011,8/13/2016,1731,5,7
14656,291.05,80,6/23/2011,8/14/2016,1879,6,2
14657,838.27,127,11/22/2011,8/15/2016,1728,8,5
14658,247.15,29,8/14/2011,8/16/2016,1829,3,2
14659,2456.53,259,9/22/2011,8/17/2016,1791,9,8
14660,285.74,30,9/14/2011,8/18/2016,1800,4,2
14661,107.95,4,11/13/2011,8/19/2016,1741,0,0
14662,771.17,168,11/11/2011,8/20/2016,1744,8,5
14664,637.89,99,11/20/2011,8/21/2016,1736,7,4
14665,1258.38,117,11/9/2011,8/22/2016,1748,7,6
14666,195.25,14,11/15/2011,8/23/2016,1743,1,1
14667,9231.2,576,11/29/2011,8/24/2016,1730,9,9
14669,1269.99,170,12/4/2011,8/25/2016,1726,8,6
14670,411.53,132,4/3/2011,8/26/2016,1972,8,3
14672,765.55,61,7/1/2011,8/27/2016,1884,6,5
14673,1736.4,74,11/30/2011,8/28/2016,1733,6,7
14675,604.75,102,11/23/2011,8/29/2016,1741,7,4
14676,2543.24,44,11/2/2011,8/30/2016,1763,5,8
14679,-2.55,1,3/12/2010,8/31/2016,2364,0,0
14680,26932.34,320,11/14/2011,9/1/2016,1753,9,9
14681,498.95,7,12/5/2011,9/2/2016,1733,0,4
14682,52,2,5/22/2011,9/3/2016,1931,0,0
14684,1236.28,421,11/14/2011,9/4/2016,1756,9,6
14687,628.38,15,8/25/2011,9/5/2016,1838,2,4
14688,5107.38,359,12/9/2011,9/6/2016,1733,9,9
14689,112.8,13,5/15/2011,9/7/2016,1942,1,0
14690,358.61,54,11/7/2011,9/8/2016,1767,5,3
14691,2114.33,71,11/5/2011,9/9/2016,1770,6,8
14692,582.05,69,7/25/2011,9/10/2016,1874,6,4
14693,172.9,8,3/20/2011,9/11/2016,2002,1,1
14696,2070.97,133,12/8/2011,9/12/2016,1740,8,8
14697,188.61,22,5/5/2011,9/13/2016,1958,3,1
14698,1250.76,210,11/24/2011,9/14/2016,1756,8,6
14699,109.13,8,9/5/2011,9/15/2016,1837,1,0
14700,2235.3,115,7/11/2011,9/16/2016,1894,7,8
14701,2486.22,350,11/29/2011,9/17/2016,1754,9,8
14702,3250.64,348,11/21/2011,9/18/2016,1763,9,8
14703,318.17,22,11/25/2011,9/19/2016,1760,3,2
14704,1546.91,415,12/6/2011,9/20/2016,1750,9,7
14705,179,1,5/25/2011,9/21/2016,1946,0,1
14708,1096.67,29,8/7/2011,9/22/2016,1873,3,6
14709,4911.14,197,11/24/2011,9/23/2016,1765,8,9
14710,606.13,139,11/25/2011,9/24/2016,1765,8,4
14711,2838.2,359,11/29/2011,9/25/2016,1762,9,8
14712,917.07,25,10/11/2011,9/26/2016,1812,3,6
14713,2664.26,341,11/30/2011,9/27/2016,1763,9,8
14714,160.19,10,11/15/2011,9/28/2016,1779,1,1
14715,867.38,71,12/1/2011,9/29/2016,1764,6,5
14716,329.68,55,10/27/2011,9/30/2016,1800,5,2
14719,1592.18,238,11/29/2011,10/1/2016,1768,9,7
14720,663.81,37,11/9/2011,10/2/2016,1789,4,5
14722,187.92,29,7/15/2011,10/3/2016,1907,3,1
14723,1158.3,278,11/29/2011,10/4/2016,1771,9,6
14725,718.08,52,11/15/2011,10/5/2016,1786,5,5
14727,268.58,10,10/3/2011,10/6/2016,1830,1,2
14729,313.49,71,1/12/2010,10/7/2016,2460,6,2
14730,2005.06,501,8/24/2011,10/8/2016,1872,9,8
14731,380.02,45,11/5/2011,10/9/2016,1800,5,3
14732,2686.34,149,12/9/2011,10/10/2016,1767,8,8
14733,9451.54,216,11/30/2011,10/11/2016,1777,9,9
14735,5807.69,205,11/28/2011,10/12/2016,1780,8,9
14737,1164.55,17,6/12/2011,10/13/2016,1950,2,6
14738,1289.94,56,12/5/2011,10/14/2016,1775,5,6
14739,3899.1,61,11/20/2011,10/15/2016,1791,6,9
14740,1423.21,93,5/26/2011,10/16/2016,1970,7,7
14741,1400.34,59,11/28/2011,10/17/2016,1785,6,7
14744,1088.53,28,11/23/2011,10/18/2016,1791,3,6
14745,1167.16,70,8/19/2011,10/19/2016,1888,6,6
14747,294.3,19,6/4/2011,10/20/2016,1965,2,2
14748,1311.79,92,12/1/2011,10/21/2016,1786,7,6
14752,389.64,5,10/27/2011,10/22/2016,1822,0,3
14753,563.15,30,9/13/2011,10/23/2016,1867,4,4
14754,638.05,41,10/26/2011,10/24/2016,1825,4,4
14755,4965.38,237,11/30/2011,10/25/2016,1791,9,9
14756,738.96,38,11/24/2011,10/26/2016,1798,4,5
14757,420.5,19,9/25/2011,10/27/2016,1859,2,3
14758,1484.06,71,7/18/2011,10/28/2016,1929,6,7
14759,1625.97,102,8/19/2011,10/29/2016,1898,7,7
14760,53.8,7,2/18/2011,10/30/2016,2081,0,0
14761,255.9,11,12/10/2011,10/31/2016,1787,1,2
14762,300.52,21,3/21/2011,11/1/2016,2052,2,2
14764,250.55,7,10/27/2011,11/2/2016,1833,0,2
14765,254.11,39,10/11/2011,11/3/2016,1850,4,2
14766,2423.07,137,10/5/2011,11/4/2016,1857,8,8
14768,139.5,6,11/22/2011,11/5/2016,1810,0,0
14769,10641.6,1094,9/23/2011,11/6/2016,1871,9,9
14770,876.42,52,4/21/2011,11/7/2016,2027,5,5
14772,139.26,9,8/19/2011,11/8/2016,1908,1,0
14775,1011.9,60,12/10/2011,11/9/2016,1796,6,6
14776,2195.58,134,10/19/2011,11/10/2016,1849,8,8
14777,-17.45,3,5/12/2011,11/11/2016,2010,0,0
14778,730.86,35,4/8/2011,11/12/2016,2045,4,5
14779,386.15,41,4/3/2011,11/13/2016,2051,4,3
14780,447.68,27,10/16/2011,11/14/2016,1856,3,3
14782,200.1,6,1/24/2011,11/15/2016,2122,0,1
14784,289.99,15,11/13/2011,11/16/2016,1830,2,2
14785,77.4,3,11/29/2011,11/17/2016,1815,0,0
14788,679.44,30,11/13/2011,11/18/2016,1832,4,5
14789,197.64,6,11/11/2011,11/19/2016,1835,0,1
14790,745.06,46,12/8/2011,11/20/2016,1809,5,5
14792,0,4,7/10/2011,11/21/2016,1961,0,0
14793,214.14,15,11/18/2011,11/22/2016,1831,2,1
14794,1272.11,82,11/30/2011,11/23/2016,1820,6,6
14795,131.45,6,6/26/2011,11/24/2016,1978,0,0
14796,7839.51,1165,11/17/2011,11/25/2016,1835,9,9
14798,173.74,12,10/18/2011,11/26/2016,1866,1,1
14799,157.7,13,10/19/2011,11/27/2016,1866,1,1
14800,4236.34,392,11/10/2011,11/28/2016,1845,9,9
14801,193.14,59,9/10/2011,11/29/2016,1907,6,1
14803,845.55,44,9/3/2011,11/30/2016,1915,5,5
14804,353.27,12,1/12/2011,12/1/2016,2150,1,3
14805,554.65,47,11/24/2011,12/2/2016,1835,5,4
14806,193.39,11,9/25/2011,12/3/2016,1896,1,1
14808,2175.37,256,10/31/2011,12/4/2016,1861,9,8
14810,2087.88,255,10/30/2011,12/5/2016,1863,9,8
14813,155.43,30,5/12/2010,12/6/2016,2400,4,1
14815,778.5,53,3/11/2011,12/7/2016,2098,5,5
14816,271.85,4,5/26/2011,12/8/2016,2023,0,2
14817,1110.34,63,7/3/2011,12/9/2016,1986,6,6
14818,657.8,48,9/27/2011,12/10/2016,1901,5,5
14819,272.07,13,6/10/2011,12/11/2016,2011,1,2
14820,507.29,29,11/18/2011,12/12/2016,1851,3,4
14821,48.8,2,8/12/2010,12/13/2016,2315,0,0
14823,321.43,70,12/6/2011,12/14/2016,1835,6,2
14824,1127.71,29,11/29/2011,12/15/2016,1843,3,6
14825,2226.91,121,11/24/2011,12/16/2016,1849,7,8
14828,2139.76,17,7/1/2011,12/17/2016,1996,2,8
14829,644.65,45,10/11/2011,12/18/2016,1895,5,4
14830,197.13,40,10/17/2011,12/19/2016,1890,4,1
14834,1698.35,70,12/10/2011,12/20/2016,1837,6,7
14836,102.45,6,11/29/2011,12/21/2016,1849,0,0
14837,1641.2,110,11/9/2011,12/22/2016,1870,7,7
14840,62.85,4,3/17/2011,12/23/2016,2108,0,0
14841,3295.76,138,11/10/2011,12/24/2016,1871,8,8
14842,2456.8,158,10/27/2011,12/25/2016,1886,8,8
14844,3189.81,130,12/4/2011,12/26/2016,1849,8,8
14847,309.4,13,7/14/2011,12/27/2016,1993,1,2
14849,7904.28,392,12/8/2011,12/28/2016,1847,9,9
14850,278.15,22,1/2/2011,12/29/2016,2188,3,2
14851,511.35,28,11/16/2011,12/30/2016,1871,3,4
14852,2836.69,143,12/10/2011,12/31/2016,1848,8,8
14853,463.05,10,12/5/2011,1/1/2017,1854,1,3
14854,2749.89,131,10/3/2011,1/2/2017,1918,8,8
14855,645.65,20,12/8/2011,1/3/2017,1853,2,4
14856,1311.38,66,10/14/2011,1/4/2017,1909,6,6
14857,1165.65,61,11/10/2011,1/5/2017,1883,6,6
14859,1352.04,59,11/27/2011,1/6/2017,1867,6,7
14860,168.62,12,11/20/2011,1/7/2017,1875,1,1
14861,125.79,6,10/18/2011,1/8/2017,1909,0,0
14862,841.2,48,11/14/2011,1/9/2017,1883,5,5
14863,266.76,11,10/11/2011,1/10/2017,1918,1,2
14865,52.2,4,2/12/2011,1/11/2017,2160,0,0
14866,14197.45,103,11/29/2011,1/12/2017,1871,7,9
14867,701.33,37,7/6/2011,1/13/2017,2018,4,5
14868,2939.64,147,11/18/2011,1/14/2017,1884,8,8
14869,721.95,72,8/28/2011,1/15/2017,1967,6,5
14870,327.25,13,3/23/2011,1/16/2017,2126,1,2
14871,522.38,98,6/14/2011,1/17/2017,2044,7,4
14873,519.68,28,5/13/2011,1/18/2017,2077,3,4
14875,1448.72,50,11/30/2011,1/19/2017,1877,5,7
14878,1485.54,124,12/6/2011,1/20/2017,1872,7,7
14880,706.19,47,9/23/2011,1/21/2017,1947,5,5
14881,255.4,17,11/20/2011,1/22/2017,1890,2,2
14882,589.7,11,11/13/2011,1/23/2017,1898,1,4
14883,756.64,54,12/5/2011,1/24/2017,1877,5,5
14885,765.32,15,7/31/2011,1/25/2017,2005,2,5
14886,364.8,18,1/4/2011,1/26/2017,2214,2,3
14887,1862,6,9/21/2011,1/27/2017,1955,0,7
14888,369.2,20,5/16/2011,1/28/2017,2084,2,3
14889,135.9,10,7/1/2011,1/29/2017,2039,1,0
14890,125.65,7,3/31/2011,1/30/2017,2132,0,0
14891,554.38,33,7/14/2011,1/31/2017,2028,4,4
14893,1237.85,73,11/30/2011,2/1/2017,1890,6,6
14894,655.75,23,9/15/2011,2/2/2017,1967,3,5
14895,11020.26,506,10/30/2011,2/3/2017,1923,9,9
14896,468.77,43,5/19/2011,2/4/2017,2088,5,4
14897,1366.38,55,12/9/2011,2/5/2017,1885,5,7
14898,1228.32,119,11/16/2011,2/6/2017,1909,7,6
14901,1414.99,98,12/9/2011,2/7/2017,1887,7,7
14902,314.11,24,11/18/2011,2/8/2017,1909,3,2
14903,2744.48,364,11/18/2011,2/9/2017,1910,9,8
14904,1025.44,69,11/14/2011,2/10/2017,1915,6,6
14905,599.9,18,8/7/2011,2/11/2017,2015,2,4
14907,3478.85,168,11/16/2011,2/12/2017,1915,8,8
14908,277.8,9,9/26/2011,2/13/2017,1967,1,2
14910,389.86,35,11/14/2011,2/14/2017,1919,4,3
14911,132572.62,5901,12/10/2011,2/15/2017,1894,9,9
14912,841.52,28,11/23/2011,2/16/2017,1912,3,5
14913,1227.43,87,11/3/2011,2/17/2017,1933,7,6
14915,258.83,13,9/15/2011,2/18/2017,1983,1,2
14916,1264.84,79,9/30/2011,2/19/2017,1969,6,6
14918,1610.15,45,8/16/2011,2/20/2017,2015,5,7
14920,977.77,57,11/5/2011,2/21/2017,1935,5,6
14921,1316.07,78,9/11/2011,2/22/2017,1991,6,7
14923,749.1,44,10/20/2011,2/23/2017,1953,5,5
14924,310.05,10,8/4/2011,2/24/2017,2031,1,2
14929,223.88,11,7/11/2011,2/25/2017,2056,1,1
14930,2372.86,128,10/3/2011,2/26/2017,1973,8,8
14931,964.68,42,11/17/2011,2/27/2017,1929,4,6
14932,363.53,17,9/12/2010,2/28/2017,2361,2,3
14934,1888.84,88,9/28/2011,3/1/2017,1981,7,7
14935,1784.71,10,2/15/2011,3/2/2017,2207,1,7
14936,8117.42,366,11/30/2011,3/3/2017,1920,9,9
14937,1617.63,35,10/14/2011,3/4/2017,1968,4,7
14944,5842.95,172,10/11/2011,3/5/2017,1972,8,9
14946,100.9,3,11/25/2011,3/6/2017,1928,0,0
14947,290.82,14,9/28/2011,3/7/2017,1987,1,2
14948,1066.57,64,11/16/2011,3/8/2017,1939,6,6
14950,361.25,20,11/20/2011,3/9/2017,1936,2,3
14951,311.69,20,9/21/2011,3/10/2017,1997,2,2
14952,7912.79,149,12/9/2011,3/11/2017,1919,8,9
14953,289.82,55,11/14/2011,3/12/2017,1945,5,2
14954,336.17,85,11/27/2011,3/13/2017,1933,6,2
14957,58.49,12,3/31/2011,3/14/2017,2175,1,0
14958,499.68,42,8/4/2011,3/15/2017,2050,4,4
14959,684.97,61,11/10/2011,3/16/2017,1953,6,5
14960,221.27,27,6/21/2011,3/17/2017,2096,3,1
14961,7006.58,317,12/4/2011,3/18/2017,1931,9,9
14962,126.7,5,3/14/2011,3/19/2017,2197,0,0
14963,1487.8,198,11/30/2011,3/20/2017,1937,8,7
14964,206.21,13,6/4/2011,3/21/2017,2117,1,1
14965,599,83,4/9/2011,3/22/2017,2174,6,4
14966,191.32,38,11/25/2011,3/23/2017,1945,4,1
14967,463.8,6,10/21/2011,3/24/2017,1981,0,3
14968,147.59,37,9/11/2011,3/25/2017,2022,4,1
14970,1592.06,34,7/25/2011,3/26/2017,2071,4,7
14971,1116.57,160,10/27/2011,3/27/2017,1978,8,6
14972,114.77,18,3/8/2011,3/28/2017,2212,2,0
14973,1314.45,32,8/24/2011,3/29/2017,2044,4,7
14974,114.39,21,2/11/2011,3/30/2017,2239,2,0
14975,279.94,11,10/13/2011,3/31/2017,1996,1,2
14976,765.86,73,10/13/2011,4/1/2017,1997,6,5
14978,1931.42,216,9/28/2011,4/2/2017,2013,9,7
14981,102.12,8,7/4/2011,4/3/2017,2100,1,0
14984,213.27,41,12/6/2011,4/4/2017,1946,4,1
14985,296.75,87,5/25/2011,4/5/2017,2142,7,2
14987,326.4,4,11/24/2011,4/6/2017,1960,0,2
14988,334.54,40,12/5/2011,4/7/2017,1950,4,2
14995,233.23,61,4/3/2011,4/8/2017,2197,6,1
14997,540.98,27,12/9/2011,4/9/2017,1948,3,4
14998,429.87,75,12/4/2011,4/10/2017,1954,6,3
15000,490.52,77,10/23/2011,4/11/2017,1997,6,4
15002,1641.76,115,8/16/2011,4/12/2017,2066,7,7
15004,1246.32,158,7/15/2011,4/13/2017,2099,8,6
15005,6180.49,1160,11/24/2011,4/14/2017,1968,9,9
15006,502.09,144,10/19/2011,4/15/2017,2005,8,4
15007,156.91,12,3/7/2011,4/16/2017,2232,1,1
15009,1261.78,182,11/27/2011,4/17/2017,1968,8,6
15010,308.94,20,4/11/2011,4/18/2017,2199,2,2
15012,423.04,128,10/17/2011,4/19/2017,2011,8,3
15014,260.17,35,10/27/2011,4/20/2017,2002,4,2
15016,170.04,20,6/20/2011,4/21/2017,2132,2,1
15017,125.58,20,6/11/2011,4/22/2017,2142,2,0
15018,456.26,32,5/4/2011,4/23/2017,2181,4,3
15019,266,70,3/18/2011,4/24/2017,2229,6,2
15021,1872.28,479,11/13/2011,4/25/2017,1990,9,7
15022,905.04,135,11/28/2011,4/26/2017,1976,8,5
15023,6763.16,563,10/31/2011,4/27/2017,2005,9,9
15024,1661.33,155,11/30/2011,4/28/2017,1976,8,7
15025,377.01,72,6/11/2011,4/29/2017,2149,6,3
15026,469,61,9/20/2011,4/30/2017,2049,6,4
15027,1051.95,37,9/11/2011,5/1/2017,2059,4,6
15028,627.13,48,10/28/2011,5/2/2017,2013,5,4
15030,518.28,7,9/29/2011,5/3/2017,2043,0,4
15031,668.14,111,9/11/2011,5/4/2017,2062,7,5
15032,4464.1,55,3/28/2011,5/5/2017,2230,5,9
15033,2571.02,513,11/14/2011,5/6/2017,2000,9,8
